movie_id,rank,title,originalTitle,description,year,votes,rating,runtimeMinutes,ratingCategory,genres
tt6133466,240,The First Purge,The First Purge,"America's third political party, the New Founding Fathers of America, comes to power and conducts an experiment: no laws for 12 hours on Staten Island. No one has to stay on the island, but $5,000 is given to anyone who does.",2018,77000,5.2,97,R,"Action,Horror,Sci-Fi"
tt6902676,243,Guns Akimbo,Guns Akimbo,A guy relies on his newly-acquired gladiator skills to save his ex-girlfriend from kidnappers.,2019,76000,6.3,98,R,"Action,Comedy,Crime"
tt5113040,242,The Secret Life of Pets 2,The Secret Life of Pets 2,"Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.",2019,76000,6.4,86,PG,"Adventure,Animation,Comedy"
tt6475714,251,Monster Hunter,Monster Hunter,"When Cpt. Artemis and her loyal soldiers are transported to a new world, they engage in a desperate battle for survival against enormous enemies with incredible powers. Feature film based on the video game by Capcom.",2020,73000,5.2,103,PG-13,"Action,Adventure,Fantasy"
tt4244998,257,Alpha,Alpha,"In the prehistoric past, a young man struggles to return home after being separated from his tribe during a buffalo hunt. He finds a similarly lost wolf companion and starts a friendship that would change humanity.",2018,71000,6.6,96,PG-13,"Action,Adventure,Drama"
tt7043012,267,Velvet Buzzsaw,Velvet Buzzsaw,"A thriller about the contemporary art scene of Los Angeles, where big money artists and mega-collectors pay a high price when art collides with commerce.",2019,68000,5.7,113,R,"Horror,Mystery,Thriller"
tt2388771,266,Mowgli: Legend of the Jungle,Mowgli: Legend of the Jungle,"A human child raised by wolves must face off against a menacing tiger named Shere Khan, as well as his own origins.",2018,69000,6.5,104,PG-13,"Adventure,Drama,Fantasy"
tt9731534,244,The Night House,The Night House,A widow begins to uncover her recently deceased husband's disturbing secrets.,2020,76000,6.4,107,R,"Horror,Mystery,Thriller"
tt1298644,259,The Hustle,The Hustle,Two con women - one low rent and the other high class - team up to take down the men who have wronged them.,2019,70000,5.5,93,PG-13,"Comedy,Crime"
tt8526872,269,Dolemite Is My Name,Dolemite Is My Name,"Eddie Murphy portrays real-life legend Rudy Ray Moore, a comedy and rap pioneer who proved naysayers wrong when his hilarious, obscene, kung-fu fighting alter ego, Dolemite, became a 1970s Blaxploitation phenomenon.",2019,67000,7.2,118,R,"Biography,Comedy,Drama"
tt3892172,264,Leave No Trace,Leave No Trace,"A father and his seventeen-year-old daughter are living an ideal existence in a vast urban park in Portland, Oregon when a small mistake derails their lives forever.",2018,69000,7.1,109,PG,"Adventure,Drama"
tt6079516,249,I See You,I See You,"A policeman and his doctor wife have some marriage problems and the son blames the mother. For his job, the policeman investigates a case of a missing boy. The possible kidnapping looks like some cases from a few years ago.",2019,74000,6.8,98,R,"Drama,Horror,Mystery"
tt4126476,250,After,After,A young woman falls for a guy with a dark secret and the two embark on a rocky relationship. Based on the novel by Anna Todd.,2019,74000,5.3,105,PG-13,"Drama,Romance"
tt6742252,268,The Guilty,The Guilty,A police officer assigned alarm dispatch duty enters a race against time when he answers an emergency call from a kidnapped woman.,2018,68000,7.5,85,R,"Crime,Drama,Thriller"
tt4687108,256,In the Tall Grass,In the Tall Grass,"After hearing a young boy's cry for help, a sister and brother venture into a vast field of tall grass in Oklahoma but soon discover there may be no way out...and that something evil lurks within.",2019,72000,5.5,101,TV-MA,"Horror,Mystery,Sci-Fi"
tt6908274,260,Mirage,Mirage,Two storms separated by 25 years. A woman murdered. A daughter missed. Only 72 hours to discover the truth.,2018,70000,7.4,128,TV-MA,"Drama,Fantasy,Mystery"
tt5610554,277,Tully,Tully,A struggling mother of three forms an unexpected bond with the night nanny hired to help with her newborn baby.,2018,66000,6.9,95,R,"Comedy,Drama,Mystery"
tt8291806,273,Pain and Glory,Pain and Glory,A film director reflects on the choices he's made in life as the past and present come crashing down around him.,2019,66000,7.5,113,R,Drama
tt0385887,278,Motherless Brooklyn,Motherless Brooklyn,"In 1950s New York, a lonely private detective afflicted with Tourette's Syndrome ventures to solve the murder of his mentor and only friend.",2019,65000,6.8,144,R,"Crime,Drama,Mystery"
tt6772950,254,Truth or Dare,Truth or Dare,A harmless game of Truth or Dare among friends turns deadly when someone - or something - begins to punish those who tell a lie or refuse the dare.,2018,72000,5.2,100,PG-13,"Horror,Thriller"
tt6398184,265,Downton Abbey,Downton Abbey,"The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early twentieth century.",2019,69000,7.4,122,PG,"Drama,Romance"
tt7374948,276,Always Be My Maybe,Always Be My Maybe,"Everyone assumed that Sasha and Marcus would wind up together, except for Sasha and Marcus. Reconnecting after 15 years, the two start to wonder--maybe?",2019,66000,6.7,101,PG-13,"Comedy,Romance"
tt1288846,262,My Octopus Teacher,Episode dated 19 November 2003,"A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.",2020,69000,8.1,85,TV-G,"News,Talk-Show"
tt8784956,270,Ava,Ava,"Ava is a deadly assassin who works for a black ops organization, traveling the globe specializing in high profile hits. When a job goes dangerously wrong she is forced to fight for her own survival.",2020,67000,5.5,96,R,"Action,Drama,Thriller"
tt6543652,281,Cold War,Cold War,"In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France.",2018,65000,7.5,89,R,"Drama,Music,Romance"
tt9052870,258,Chhichhore,Chhichhore,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",2019,71000,8.3,143,Not Rated,"Comedy,Drama,Romance"
tt5304992,252,Set It Up,Set It Up,Two corporate executive assistants hatch a plan to match-make their two bosses.,2018,73000,6.5,105,TV-14,"Comedy,Romance"
tt6306064,279,Adrift,Adrift,"A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.",2018,65000,6.6,96,PG-13,"Action,Adventure,Biography"
tt9214832,263,Emma.,Emma.,"In 1800s England, a well meaning but selfish young woman meddles in the love lives of her friends.",2020,69000,6.7,124,PG,"Comedy,Drama,Romance"
tt1165520,253,Riders of Justice,"Arata Naru Chikara, Kidou na no!","Markus goes home to his teenage daughter, Mathilde, when his wife dies in a train crash. All appears to be a tragic accident until a mathematics geek, who was also a fellow passenger on the train, and his two colleagues show up.",2020,73000,7.5,116,Not Rated,"Action,Animation,Fantasy"
tt8110640,275,In the Shadow of the Moon,In the Shadow of the Moon,A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.,2019,66000,6.2,115,TV-MA,"Action,Crime,Mystery"
tt6452574,274,Sanju,Sanju,"Biopic of the controversial life of actor Sanjay Dutt: his film career, jail sentence, and personal life.",2018,66000,7.6,155,TV-MA,"Biography,Comedy,Drama"
tt7958736,261,Ma,Ma,"A lonely woman befriends a group of teenagers and decides to let them party at her house. Just when the kids think their luck couldn't get any better, things start happening that make them question the intention of their host.",2019,70000,5.6,99,R,"Horror,Mystery,Thriller"
tt1035092,302,Laxmii,Impossible,"Aasif visits his wife's parents' house and happens to go to a ground that is supposedly haunted. However, he is soon possessed by the spirit of a transgender who is out for revenge.",2020,60000,2.6,141,TV-MA,"Action,Animation,Family"
tt6217306,280,Apostle,Apostle,"In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",2018,65000,6.3,130,TV-MA,"Drama,Fantasy,Horror"
tt4463894,290,Shaft,Shaft,"JJ Shaft, a cyber security expert with a degree from MIT, enlists his family's help to uncover the truth behind his best friend's untimely death.",2019,62000,6.4,111,R,"Action,Comedy,Crime"
tt1068226,272,Hubie Halloween,Catching the Deep Sea Turtle,"Despite his devotion to his hometown of Salem (and its Halloween celebration), Hubie Dubois is a figure of mockery for kids and adults alike. But this year, something is going bump in the night, and it's up to Hubie to save Halloween.",2020,67000,5.3,103,PG-13,"Documentary,Short"
tt5834262,292,Hotel Artemis,Hotel Artemis,"Set in riot-torn, near-future Los Angeles, 'Hotel Artemis' follows the Nurse, who runs a secret, members-only emergency room for criminals.",2018,61000,6.1,94,R,"Action,Crime,Drama"
tt1051422,296,Ma Rainey's Black Bottom,Jerk!,Tensions rise when trailblazing blues singer Ma Rainey and her band gather at a recording studio in Chicago in 1927.,2020,60000,6.9,94,R,"Animation,Comedy,Family"
tt6820256,289,Arctic,Arctic,A man stranded in the Arctic after a plane crash must decide whether to remain in the relative safety of his makeshift camp or to embark on a deadly trek through the unknown.,2018,62000,6.8,98,PG-13,"Adventure,Drama"
tt5968394,297,Captive State,Captive State,"Set in a Chicago neighborhood nearly a decade after an occupation by an extraterrestrial force, 'Captive State' explores the lives on both sides of the conflict - the collaborators and dissidents.",2019,60000,6.0,109,PG-13,"Action,Horror,Sci-Fi"
tt5246700,287,How It Ends,How It Ends,"In the midst of an apocalypse, a man struggles to reach his pregnant wife, who is thousands of miles away.",2018,62000,5.1,113,TV-MA,"Action,Drama,Horror"
tt0983946,285,Fantasy Island,Fantasy Island,"When the owner and operator of a luxurious island invites a collection of guests to live out their most elaborate fantasies in relative seclusion, chaos quickly descends.",2020,63000,4.9,109,PG-13,"Fantasy,Horror,Mystery"
tt6791096,301,I Feel Pretty,I Feel Pretty,"A woman struggling with insecurity wakes from a fall believing she is the most beautiful and capable woman on the planet. Her new confidence empowers her to live fearlessly, but what happens when she realizes her appearance never changed?",2018,60000,5.7,110,PG-13,"Comedy,Romance"
tt8239946,255,Tumbbad,Tumbbad,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,2018,72000,8.2,108,Not Rated,"Drama,Fantasy,Horror"
tt3201640,293,Extinction,Extinction,"A father has a recurring dream of losing his family. His nightmare turns into reality when the planet is invaded by a force bent on destruction. Fighting for their lives, he comes to realize an unknown strength to keep them safe from harm.",2018,61000,5.8,95,TV-MA,"Action,Drama,Sci-Fi"
tt4913966,282,The Curse of La Llorona,The Curse of La Llorona,"Ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own small kids are soon drawn into a frightening supernatural realm.",2019,64000,5.3,93,R,"Horror,Mystery,Thriller"
tt1838556,288,Honest Thief,Honest Thief,"Wanting to lead an honest life, a notorious bank robber turns himself in, only to be double-crossed by two ruthless FBI agents.",2020,62000,6.0,99,PG-13,"Action,Thriller"
tt7668842,321,Enes Batur: Imagination or Reality?,Enes Batur: Imagination or Reality?,Enes Batur has to decide between going to college or being a professional YouTuber.,2018,57000,2.0,110,,Comedy
tt7825208,320,Marighella,Marighella,"Facing a violent military dictatorship and an intimidated opposition, writer-turned-politician Carlos Marighella articulates a resistance all the while ousting heinous crimes of torture and the infamous censorship instituted by the regime.",2019,57000,7.1,155,,"Action,Drama,History"
tt8663516,300,Child's Play,Child's Play,"A mother gives her 13-year-old son a toy doll for his birthday, unaware of its more sinister nature.",2019,60000,5.7,90,R,"Drama,Horror,Sci-Fi"
tt4595882,310,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"When Lee Israel falls out of step with current tastes, she turns her art form to deception.",2018,58000,7.1,106,R,"Biography,Comedy,Crime"
tt5814534,291,Spies in Disguise,Spies in Disguise,"When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world.",2019,62000,6.8,102,PG,"Action,Adventure,Animation"
tt5697572,309,Cats,Cats,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,2019,58000,2.8,110,PG,"Comedy,Drama,Family"
tt1116147,305,Pieces of a Woman,Wer ist Bob?,"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.",2020,59000,7.0,126,R,"Drama,Family"
tt2119543,308,The House with a Clock in Its Walls,The House with a Clock in Its Walls,A young orphan named Lewis Barnavelt aids his magical uncle in locating a clock with the power to bring about the end of the world.,2018,59000,6.1,105,PG,"Comedy,Family,Fantasy"
tt7504726,286,The Call of the Wild,The Call of the Wild,A sled dog struggles for survival in the wilds of the Yukon.,2020,63000,6.7,100,PG,"Adventure,Drama,Family"
tt7347846,284,The Lodge,The Lodge,"A soon-to-be stepmom is snowed in with her fiancÃ©'s two children at a remote holiday village. Just as relations begin to thaw between the trio, some strange and frightening events take place.",2019,63000,6.0,108,R,"Drama,Horror,Mystery"
tt9777644,318,Da 5 Bloods,Da 5 Bloods,Four African-American vets battle the forces of man and nature when they return to Vietnam seeking the remains of their fallen squad leader and the gold fortune he helped them hide.,2020,57000,6.5,154,R,"Adventure,Drama,War"
tt5073642,283,Color Out of Space,Color Out of Space,A secluded farm is struck by a strange meteorite which has apocalyptic consequences for the family living there and possibly the world.,2019,63000,6.1,111,Unrated,"Horror,Mystery,Sci-Fi"
tt2328900,307,Mary Queen of Scots,Mary Queen of Scots,"Mary Stuart's (Saoirse Ronan's) attempt to overthrow her cousin Elizabeth I (Margot Robbie), Queen of England, finds her condemned to years of imprisonment before facing execution.",2018,59000,6.3,124,R,"Biography,Drama,History"
tt5865326,315,The Laundromat,The Laundromat,"A widow investigates an insurance fraud, chasing leads to a pair of Panama City law partners exploiting the world's financial system.",2019,57000,6.3,96,R,"Comedy,Crime,Drama"
tt7549996,313,Judy,Judy,Legendary performer Judy Garland arrives in London in the winter of 1968 to perform a series of sold-out concerts.,2019,58000,6.8,118,PG-13,"Biography,Drama,Music"
tt0800325,303,The Dirt,The Dirt,"Based on the bestselling autobiography from MÃ¶tley CrÃ¼e, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame.",2019,59000,7.0,107,TV-MA,"Biography,Comedy,Drama"
tt5116302,298,Togo,Togo,"The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race.",2019,60000,7.9,113,PG,"Adventure,Biography,Drama"
tt1043150,294,Miracle in Cell No. 7,Episode dated 1 June 2007,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie Miracle in Cell No. 7 (2013).,2019,61000,8.2,132,TV-14,Talk-Show
tt6491178,295,Dragged Across Concrete,Dragged Across Concrete,"Once two overzealous cops get suspended from the force, they must delve into the criminal underworld to get their proper compensation.",2018,61000,6.9,159,R,"Action,Crime,Drama"
tt5783956,322,When We First Met,When We First Met,"Noah meets Avery at a Halloween party and falls in love but gets friend-zoned. 3 years later, she's engaged to someone else. Noah returns in a time machine to fix things.",2018,56000,6.4,97,TV-14,"Comedy,Fantasy,Romance"
tt5431890,304,Official Secrets,Official Secrets,The true story of a British whistleblower who leaked information to the press about an illegal NSA spy operation designed to push the UN Security Council into sanctioning the 2003 invasion of Iraq.,2019,59000,7.3,112,R,"Biography,Crime,Drama"
tt1086064,323,Bill & Ted Face the Music,Bill & Ted Face the Music,"Once told they'd save the universe during a time-traveling adventure, two would-be rockers from San Dimas, California find themselves as middle-aged dads still trying to crank out a hit song and fulfill their destiny.",2020,56000,5.9,91,PG-13,"Adventure,Comedy,Music"
tt9426210,271,Weathering with You,Weathering with You,"Set during a period of exceptionally rainy weather, high-school boy Hodaka Morishima runs away from his troubled rural home to Tokyo and befriends an orphan girl who can manipulate the weather.",2019,67000,7.5,112,PG-13,"Animation,Drama,Fantasy"
tt7125860,328,If Beale Street Could Talk,If Beale Street Could Talk,A young woman embraces her pregnancy while she and her family set out to prove her childhood friend and lover innocent of a crime he didn't commit.,2018,55000,7.1,119,R,"Drama,Romance"
tt8544498,324,The Way Back,The Way Back,"Jack Cunningham was a high school basketball phenom who walked away from the game, forfeiting his future. Years later, when he reluctantly accepts a coaching job at his alma mater, he may get one last shot at redemption.",2020,56000,6.7,108,R,"Drama,Sport"
tt9412098,330,Fyre,Fyre,An exclusive behind the scenes look at the infamous unraveling of the Fyre music festival.,2019,54000,7.2,97,TV-MA,"Crime,Documentary,Music"
tt1289403,319,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary and Potato Peel Pie Society,"In the aftermath of World War II, a writer forms an unexpected bond with the residents of Guernsey Island when she decides to write a book about their experiences during the war.",2018,57000,7.3,124,TV-14,"Drama,Romance,War"
tt2850386,306,The Croods: A New Age,The Croods: A New Age,"The prehistoric family the Croods are challenged by a rival family the Bettermans, who claim to be better and more evolved.",2020,59000,6.9,95,PG,"Adventure,Animation,Comedy"
tt5177088,326,The Girl in the Spider's Web,The Girl in the Spider's Web,"Young computer hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.",2018,55000,6.1,115,R,"Action,Adventure,Crime"
tt7734218,332,Stuber,Stuber,A detective recruits his Uber driver into an unexpected night of adventure.,2019,54000,6.2,93,R,"Action,Comedy,Crime"
tt7315484,327,The Silence,The Silence,"When the world is under attack from terrifying creatures who hunt their human prey by sound, 16-year old Ally Andrews (Kiernan Shipka), who lost her hearing at 13, and her family seek refuge in a remote haven.",2019,55000,5.4,90,PG-13,"Drama,Horror,Sci-Fi"
tt5932728,331,The Professor and the Madman,The Professor and the Madman,"Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the 19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",2019,54000,7.2,124,Not Rated,"Biography,Drama,History"
tt7153766,336,Unsane,Unsane,"A young woman is involuntarily committed to a mental institution, where she is confronted by her greatest fear - but is it real or a product of her delusion?",2018,53000,6.4,98,R,"Drama,Horror,Mystery"
tt7139936,316,A Rainy Day in New York,A Rainy Day in New York,A young couple arrives in New York for a weekend where they are met with bad weather and a series of adventures.,2019,57000,6.4,92,PG-13,"Comedy,Romance"
tt1102427,311,The Babysitter: Killer Queen,Getting Mama Married: Part 2,"Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.",2020,58000,5.8,101,TV-MA,Comedy
tt5691670,312,Under the Silver Lake,Under the Silver Lake,"Sam, a disenchanted young man, finds a mysterious woman swimming in his apartment's pool one night. The next morning, she disappears. Sam sets off across LA to find her, and along the way he uncovers a conspiracy far more bizarre.",2018,58000,6.5,139,R,"Crime,Drama,Mystery"
tt7060344,314,Raatchasan,Raatchasan,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.,2018,58000,8.3,146,Not Rated,"Action,Crime,Drama"
tt2837574,340,The Old Man & the Gun,The Old Man & the Gun,Based on the true story of Forrest Tucker and his audacious escape from San Quentin at the age of 70 to an unprecedented string of heists that confounded authorities and enchanted the public.,2018,52000,6.7,93,PG-13,"Biography,Comedy,Crime"
tt8236336,325,The Report,The Report,"Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers shocking secrets.",2019,55000,7.2,119,R,"Biography,Crime,Drama"
tt7772580,337,The Perfection,The Perfection,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",2018,53000,6.2,90,TV-MA,"Drama,Horror,Music"
tt7431594,352,Race 3,Race 3,Relationships and loyalties of a criminal family planning its next big heist are tested when some shocking revelations strike them.,2018,50000,1.9,160,Not Rated,"Action,Crime,Thriller"
tt6212478,341,American Animals,American Animals,Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.,2018,52000,7.0,116,R,"Biography,Crime,Drama"
tt5397194,346,Anon,Anon,"In a world without anonymity or crime, a detective meets a woman who threatens their security.",2018,51000,6.1,100,TV-MA,"Crime,Mystery,Sci-Fi"
tt1620680,356,A Wrinkle in Time,A Wrinkle in Time,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",2018,49000,4.3,109,PG,"Adventure,Drama,Family"
tt5208252,338,Operation Finale,Operation Finale,A team of secret agents set out to track down the Nazi officer who masterminded the Holocaust.,2018,53000,6.6,122,PG-13,"Biography,Drama,History"
tt8508734,333,His House,His House,"A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface.",2020,53000,6.4,93,TV-14,"Drama,Horror,Thriller"
tt5117670,343,Peter Rabbit,Peter Rabbit,A rebellious rabbit tries to sneak into a farmer's vegetable garden.,2018,52000,6.6,95,PG,"Adventure,Comedy,Crime"
tt5563334,335,The Good Liar,The Good Liar,"Consummate con man Roy Courtnay has set his sights on his latest mark: the recently widowed Betty McLeish, worth millions. But this time, what should have been a simple swindle escalates into a cat-and-mouse game with the ultimate stakes.",2019,53000,6.7,109,R,"Crime,Drama,Mystery"
tt1062086,334,#Alive,Episode #2.8,"The rapid spread of an unknown infection has left an entire city in ungovernable chaos, but one survivor remains alive in isolation. It is his story.",2020,53000,6.3,98,TV-MA,\N
tt2235695,354,Rebecca,Rebecca,"A young newlywed arrives at her husband's imposing family estate on a windswept English coast and finds herself battling the shadow of his first wife, Rebecca, whose legacy lives on in the house long after her death.",2020,50000,6.0,123,PG-13,"Drama,Mystery,Romance"
tt6772802,299,Hillbilly Elegy,Hillbilly Elegy,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",2020,60000,6.7,116,R,Drama
tt3361792,349,Tolkien,Tolkien,"Tolkien's novels were inspired by his mom's storytelling, falling in love with another orphan, Edith, forming a brotherhood with 3 other misfits at school, Oxford, the trench war of WWI and later telling stories to his own kids.",2019,50000,6.8,112,PG-13,"Biography,Drama,Romance"
tt0805647,350,The Witches,The Witches,A young boy and his grandmother have a run-in with a coven of witches and their leader.,2020,50000,5.4,106,PG,"Adventure,Comedy,Family"
tt8522006,345,Happiest Season,Happiest Season,"A holiday romantic comedy that captures the range of emotions tied to wanting your family's acceptance, being true to yourself, and trying not to ruin Christmas.",2020,51000,6.6,102,PG-13,"Comedy,Romance"
tt5774450,348,Summer of 84,Summer of 84,"After suspecting that their police officer neighbor is a serial killer, a group of teenage friends spend their summer spying on him and gathering evidence, but as they get closer to discovering the truth, things get dangerous.",2018,51000,6.7,105,Not Rated,"Drama,Horror,Mystery"
tt9354842,342,To All the Boys: P.S. I Still Love You,To All the Boys: P.S. I Still Love You,Lara Jean and Peter have just taken their relationship from pretend to officially official when another recipient of one of her old love letters enters the picture.,2020,52000,6.1,101,TV-14,"Comedy,Drama,Romance"
tt7557108,329,Saint Maud,Saint Maud,A pious nurse becomes dangerously obsessed with saving the soul of her dying patient.,2019,54000,6.6,84,R,"Drama,Horror,Mystery"
tt6476140,358,Serenity,Serenity,A fishing boat captain juggles facing his mysterious past and finding himself ensnared in a reality where nothing is what it seems.,2019,49000,5.4,106,R,"Drama,Mystery,Thriller"
tt1620981,361,The Addams Family,The Addams Family,The eccentrically macabre family moves to a bland suburb where Wednesday Addams' friendship with the daughter of a hostile and conformist local reality show host exacerbates conflict between the families.,2019,48000,5.8,86,PG,"Animation,Comedy,Family"
tt9619798,355,The Wrong Missy,The Wrong Missy,"Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.",2020,49000,5.8,90,TV-MA,"Comedy,Romance"
tt1003934,344,Countdown,Episode #1.2911,"When a nurse downloads an app that claims to predict the moment a person will die, it tells her she only has three days to live. With the clock ticking and a figure haunting her, she must find a way to save her life before time runs out.",2019,51000,5.4,90,PG-13,"Drama,Romance"
tt5918982,339,Possessor,Possessor,An agent works for a secretive organization that uses brain-implant technology to inhabit other people's bodies - ultimately driving them to commit assassinations for high-paying clients.,2020,52000,6.5,103,R,"Horror,Mystery,Sci-Fi"
tt6803046,357,The Vast of Night,The Vast of Night,"One night in New Mexico, in the late 1950s, a switchboard operator and radio DJ discover a strange audio frequency which could change the future forever.",2019,49000,6.7,91,PG-13,"Drama,Mystery,Sci-Fi"
tt6781982,360,Night School,Night School,A group of high school dropouts is forced to attend night school in hopes that they will pass the GED exam to finish high school.,2018,49000,5.6,111,PG-13,Comedy
tt6259380,317,Code 8,Code 8,A super-powered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother.,2019,57000,6.1,98,Not Rated,"Action,Crime,Drama"
tt7985648,387,The Legend of Tomiris,The Legend of Tomiris,"This is the story of the life of the great queen of of the steppe - legendary Tomiris. She is destined to become a skillful warrior, survive the loss of close people and unite the Scythian/Saka tribes under her authority.",2019,44000,6.3,156,TV-14,"Action,Drama,History"
tt8206668,374,Bad Education,Bad Education,"The beloved superintendent of New York's Roslyn school district and his staff, friends and relatives become the prime suspects in the unfolding of the single largest public school embezzlement scandal in American history.",2019,45000,7.1,108,TV-MA,"Biography,Comedy,Crime"
tt7533152,351,The Boy Who Harnessed the Wind,The Boy Who Harnessed the Wind,"Against all the odds, a thirteen-year-old boy in Malawi invents an unconventional way to save his family and village from famine.",2019,50000,7.6,113,TV-PG,"Biography,Drama,History"
tt7212754,372,Ludo,Ludo,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",2020,46000,7.6,150,TV-MA,"Action,Comedy,Crime"
tt2395469,368,Gully Boy,Gully Boy,A coming-of-age story based on the lives of street rappers in Mumbai.,2019,46000,7.9,154,Not Rated,"Drama,Music,Romance"
tt8201170,373,The Perfect Date,The Perfect Date,"To save up for college, Brooks Rattigan creates an app where anyone can pay him to play the perfect stand-in boyfriend for any occasion.",2019,46000,5.8,89,TV-14,"Comedy,Romance"
tt6182908,378,Smallfoot,Smallfoot,"High up on a mountain peak surrounded by clouds, a secret Yeti society lives in peace and harmony. One day, a Yeti witnesses an airplane crash; Inside lies ""Smallfoot"", a legendary creature that will rock the society to its core.",2018,45000,6.6,96,PG,"Adventure,Animation,Comedy"
tt9683478,367,The Half of It,The Half of It,"When smart but cash-strapped teen Ellie Chu agrees to write a love letter for a jock, she doesn't expect to become his friend - or fall for his crush.",2020,46000,6.9,104,PG-13,"Comedy,Drama"
tt5797184,359,Escape from Pretoria,Escape from Pretoria,"Based on the real-life prison break of two political captives, Escape From Pretoria is a race-against-time thriller set in the tumultuous apartheid days of South Africa.",2020,49000,6.8,106,PG-13,"Biography,Crime,Mystery"
tt6324278,370,Abominable,Abominable,Three teenagers must help a Yeti return to his family while avoiding a wealthy man and a zoologist who want him for their own needs.,2019,46000,7.0,97,PG,"Adventure,Animation,Comedy"
tt5001754,386,Braven,Braven,A logger defends his family from a group of dangerous drug runners.,2018,44000,5.9,94,R,"Action,Thriller"
tt4537896,363,White Boy Rick,White Boy Rick,"The story of teenager Richard Wershe Jr., who became an undercover informant for the FBI during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.",2018,48000,6.5,111,R,"Crime,Drama"
tt7008872,371,Boy Erased,Boy Erased,The son of a Baptist preacher unwillingly participates in a church-supported gay conversion program after being forcibly outed to his parents.,2018,46000,6.9,115,R,"Biography,Drama"
tt4154916,380,Replicas,Replicas,A scientist becomes obsessed with bringing back his family members who died in a traffic accident.,2018,45000,5.5,107,PG-13,"Action,Drama,Sci-Fi"
tt1053017,347,The Call,Episode #1.7,"Two people live in different times. Seo-Yeon lives in the present and Young-Sook lives in the past. One phone call connects the two, and their lives are changed irrevocably.",2020,51000,7.1,112,TV-MA,"Music,Talk-Show"
tt1833116,375,The Informer,The Informer,An ex-convict working undercover intentionally gets himself incarcerated again in order to infiltrate the mob at a maximum security prison.,2019,45000,6.6,113,R,"Action,Crime,Drama"
tt3120280,400,Sierra Burgess Is a Loser,Sierra Burgess Is a Loser,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,2018,42000,5.7,105,PG-13,"Comedy,Drama,Romance"
tt1563742,388,Overboard,Overboard,"After a spoiled, wealthy yacht owner is thrown overboard and loses his memory, a mistreated employee convinces him that he is her working-class husband.",2018,44000,6.0,112,PG-13,"Comedy,Romance"
tt8151874,397,Honey Boy,Honey Boy,A young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health.,2019,42000,7.2,94,R,Drama
