movie_id,rank,title,runtime,year,rating,votes
tt4575576,207,Christopher Robin,1h 44m,2018,7.2, (89K
tt6921996,208,Johnny English Strikes Again,1h 29m,2018,6.2, (89K
tt6977338,209,Good Boys,1h 30m,2019,6.7, (88K
tt8359848,210,Climax,1h 37m,2018,6.9, (88K
tt7638348,211,Boss Level,1h 40m,2020,6.8, (87K
tt3861390,212,Dumbo,1h 52m,2019,6.2, (87K
tt8368406,213,Vivarium,1h 37m,2019,5.9, (87K
tt1061828,214,Mank,2h 11m,2020,6.8, (87K
tt6679794,215,Outlaw King,2h 1m,2018,6.9, (87K
tt6663582,216,The Spy Who Dumped Me,1h 57m,2018,6.1, (86K
tt5613484,217,Mid90s,1h 25m,2018,7.4, (86K
tt7014006,218,Eighth Grade,1h 33m,2018,7.3, (86K
tt9866072,219,Holidate,1h 44m,2020,6.2, (85K
tt4532826,220,Robin Hood,1h 56m,2018,5.4, (85K
tt1005951,221,Unhinged,1h 30m,2020,6.0, (85K
tt5033998,222,Charlie's Angels,1h 58m,2019,5.0, (84K
tt7282468,223,Burning,2h 28m,2018,7.4, (84K
tt7775622,224,Free Solo,1h 40m,2018,8.1, (84K
tt5719748,225,Cold Pursuit,1h 59m,2019,6.2, (83K
tt3513498,226,The Lego Movie 2: The Second Part,1h 47m,2019,6.5, (83K
tt4916630,227,Just Mercy,2h 17m,2019,7.6, (82K
tt1055423,228,Dara of Jasenovac,2h 10m,2020,8.0, (82K
tt4477536,229,Fifty Shades Freed,1h 45m,2018,4.6, (81K
tt9686708,230,The King of Staten Island,2h 16m,2020,7.1, (81K
tt1137450,231,Death Wish,1h 47m,2018,6.3, (81K
tt8368512,232,The Courier,1h 52m,2020,7.2, (80K
tt1091938,233,Freaky,1h 42m,2020,6.3, (80K
tt8688634,234,21 Bridges,1h 39m,2019,6.7, (80K
tt1846589,235,Hunter Killer,2h 1m,2018,6.6, (79K
tt5726086,236,Insidious: The Last Key,1h 43m,2018,5.7, (78K
tt8291224,237,Uri: The Surgical Strike,2h 18m,2019,8.2, (78K
tt5461944,238,Hotel Mumbai,2h 3m,2018,7.6, (77K
tt6673612,239,Dolittle,1h 41m,2020,5.6, (77K
tt6133466,240,The First Purge,1h 37m,2018,5.2, (77K
tt2452244,241,Isn't It Romantic,1h 29m,2019,5.9, (76K
tt5113040,242,The Secret Life of Pets 2,1h 26m,2019,6.4, (76K
tt6902676,243,Guns Akimbo,1h 38m,2019,6.3, (76K
tt9731534,244,The Night House,1h 47m,2020,6.4, (76K
tt8637428,245,The Farewell,1h 40m,2019,7.5, (75K
tt6850820,246,Peppermint,1h 41m,2018,6.5, (75K
tt1028027,247,Coolie No. 1,2h 14m,2020,4.2, (75K
tt4971344,248,The Sisters Brothers,2h 2m,2018,6.9, (75K
tt6079516,249,I See You,1h 38m,2019,6.8, (74K
tt4126476,250,After,1h 45m,2019,5.3, (74K
tt6475714,251,Monster Hunter,1h 43m,2020,5.2, (73K
tt5304992,252,Set It Up,1h 45m,2018,6.5, (73K
tt1165520,253,Riders of Justice,1h 56m,2020,7.5, (73K
tt6772950,254,Truth or Dare,1h 40m,2018,5.2, (72K
tt8239946,255,Tumbbad,1h 48m,2018,8.2, (72K
tt4687108,256,In the Tall Grass,1h 41m,2019,5.5, (72K
tt4244998,257,Alpha,1h 36m,2018,6.6, (71K
tt9052870,258,Chhichhore,2h 23m,2019,8.3, (71K
tt1298644,259,The Hustle,1h 33m,2019,5.5, (70K
tt6908274,260,Mirage,2h 8m,2018,7.4, (70K
tt7958736,261,Ma,1h 39m,2019,5.6, (70K
tt1288846,262,My Octopus Teacher,1h 25m,2020,8.1, (69K
tt9214832,263,Emma.,2h 4m,2020,6.7, (69K
tt3892172,264,Leave No Trace,1h 49m,2018,7.1, (69K
tt6398184,265,Downton Abbey,2h 2m,2019,7.4, (69K
tt2388771,266,Mowgli: Legend of the Jungle,1h 44m,2018,6.5, (69K
tt7043012,267,Velvet Buzzsaw,1h 53m,2019,5.7, (68K
tt6742252,268,The Guilty,1h 25m,2018,7.5, (68K
tt8526872,269,Dolemite Is My Name,1h 58m,2019,7.2, (67K
tt8784956,270,Ava,1h 36m,2020,5.5, (67K
tt9426210,271,Weathering with You,1h 52m,2019,7.5, (67K
tt1068226,272,Hubie Halloween,1h 43m,2020,5.3, (67K
tt8291806,273,Pain and Glory,1h 53m,2019,7.5, (66K
tt6452574,274,Sanju,2h 35m,2018,7.6, (66K
tt8110640,275,In the Shadow of the Moon,1h 55m,2019,6.2, (66K
tt7374948,276,Always Be My Maybe,1h 41m,2019,6.7, (66K
tt5610554,277,Tully,1h 35m,2018,6.9, (66K
tt0385887,278,Motherless Brooklyn,2h 24m,2019,6.8, (65K
tt6306064,279,Adrift,1h 36m,2018,6.6, (65K
tt6217306,280,Apostle,2h 10m,2018,6.3, (65K
tt6543652,281,Cold War,1h 29m,2018,7.5, (65K
tt4913966,282,The Curse of La Llorona,1h 33m,2019,5.3, (64K
tt5073642,283,Color Out of Space,1h 51m,2019,6.1, (63K
tt7347846,284,The Lodge,1h 48m,2019,6.0, (63K
tt0983946,285,Fantasy Island,1h 49m,2020,4.9, (63K
tt7504726,286,The Call of the Wild,1h 40m,2020,6.7, (63K
tt5246700,287,How It Ends,1h 53m,2018,5.1, (62K
tt1838556,288,Honest Thief,1h 39m,2020,6.0, (62K
tt6820256,289,Arctic,1h 38m,2018,6.8, (62K
tt4463894,290,Shaft,1h 51m,2019,6.4, (62K
tt5814534,291,Spies in Disguise,1h 42m,2019,6.8, (62K
tt5834262,292,Hotel Artemis,1h 34m,2018,6.1, (61K
tt3201640,293,Extinction,1h 35m,2018,5.8, (61K
tt1043150,294,Miracle in Cell No. 7,2h 12m,2019,8.2, (61K
tt6491178,295,Dragged Across Concrete,2h 39m,2018,6.9, (61K
tt1051422,296,Ma Rainey's Black Bottom,1h 34m,2020,6.9, (60K
tt5968394,297,Captive State,1h 49m,2019,6.0, (60K
tt5116302,298,Togo,1h 53m,2019,7.9, (60K
tt6772802,299,Hillbilly Elegy,1h 56m,2020,6.7, (60K
tt8663516,300,Child's Play,1h 30m,2019,5.7, (60K
tt6791096,301,I Feel Pretty,1h 50m,2018,5.7, (60K
tt1035092,302,Laxmii,2h 21m,2020,2.6, (60K
tt0800325,303,The Dirt,1h 47m,2019,7.0, (59K
tt5431890,304,Official Secrets,1h 52m,2019,7.3, (59K
tt1116147,305,Pieces of a Woman,2h 6m,2020,7.0, (59K
tt2850386,306,The Croods: A New Age,1h 35m,2020,6.9, (59K
tt2328900,307,Mary Queen of Scots,2h 4m,2018,6.3, (59K
tt2119543,308,The House with a Clock in Its Walls,1h 45m,2018,6.1, (59K
tt5697572,309,Cats,1h 50m,2019,2.8, (58K
